"","klasifikasi","score","text"
"225","Negatif",-6," lupa telantar rakyat miskin   wabah   mati   anggar ham berat bailout rakyat miskin  tanggung  negara atasiviruscabutomnibus potonggajipejabat shutdownibukotabaru â€"
"226","Positif",1,"jaga sehat   a paranormal duit  seri  rs bagus mentereng     "
"227","Positif",0,"gelombang    malaysia   maksud  pkp  â€"
"228","Positif",0," hikmah   of tular  nikita   muka  talam "
"229","Positif",0,"ğÿ˜ğÿ˜ğÿ˜  hilang yuk ketemuuuannn"
"230","Positif",0,"moh nularin  lo"
"231","Negatif",-1,"tindak nyata    bantu bangsa merang  semoga rejekinya   nyaiğÿ™ğÿ™    hormat â€"
"232","Negatif",-1," main  sarkar kare kuch  ginti suruh hogi  naam st word mmigrant indak ttransfer rd rroti  i"
"233","Negatif",-3,"ğÿ‡ğÿ‡nağÿ‡ğÿ‡ sisi mashabiki zenutunahitaji collabo baada ya  ğÿ™ğÿ™ nina imani takua collabo kubwa ya mwaka maana nyiote  staa wenye vipaji ğÿ”ğÿ”ğÿ”ğÿ”ğÿ”ğÿ” carinedry pictwittercomjjmerynl"
"234","Negatif",-4," ulang mati  milu korban demo samak korban  jijay kanpictwittercomeaybpdrh"
"235","Negatif",-1," cmni perangai ais malaysiasilap hribulan lepas   kau  takda job   marhaen  sapot korgaku sapot kak anjuli lawa pon lawa"
"236","Negatif",-1,"respected  sir namaskarsir  bimari ki wajah  poultry sector  bahut bda loss hua h mera lac kak loss ho gaya h orang aage kaam b shuru nhi  paunga sir aapse reqest hai aap poultry farmers kak future kak bare me soche thanks sirpictwittercomjlyjevsfep"
"237","Positif",2,"alhamdulillah mari   doa     cepat  take care everyone good night"
"238","Positif",2,"  buzzerp  banget  dosen favorit prof iwan tinggal   langsung   arah serang mr jo  dukung  anies   sungkan kadang nyerangnya   ilc kemarin"
"239","Positif",0,"no thanks ğÿ˜‚ ajkal  aya hai pareez karo"
"240","Positif",0,"kalo kondisi sampel bagus reagent kit bagus tingkat sensitivitas pcr  bagus kalo pcr  akurat   pakai primer    komplementer   materi genetik    ya"
"241","Positif",1,"pribahasa   teguh cerai  runtuh  bantah        celaka cerai  selamat"
"242","Positif",2," masingmasing daerah   beindak    bijak lockdown nasional   memberlakukankan lockdown nasional  biaya pusat daerah  daerah  efek domino "
"243","Positif",1,"tuntut    buka seterangterangnya riwayat jalan pasien positif covidccpictwittercommipshqll"
"244","Positif",0,"maksud   situ    punca  dorg jejas clearly    dorg just fikir psl niaga je but not a single thing about struggle faced by other people"
"245","Negatif",-1," air dunia xxviii amphibi tebar bibit ikan nila  perang  â€ pictwittercomwfguiqax"
"246","Negatif",-1,"  anggap   lelucon  dongeng  tiduritu       "
"247","Negatif",-1," takut duduk rumah gemuk taukalau gemuk  kuruskalau mati  hidup   dudukrumah "
"248","Negatif",-2,"pmi   giat semprot cair disinfektan   indonesia  salah  upaya cegah sebar   tim  pmi jakaa pusat  tni semprot cair disinfektan  c johar  c mayor  c tanah abangpictwittercomllzknokwjc"
"249","Positif",2,"contoh catat ringkas pdp  perintah kawal gerak pkp covidcikgu share â€"
"250","Negatif",-2," pemerintah  beri dukung serius    pdpodp  kadung kzl  geruduk istana     anggap enteng    penanganan  "
"251","Negatif",-1,"dokterrre      milik gejala  tinggal  kota zona merah    periksa "
"252","Positif",0,"semprot   namek whencoronavirusisover covidpictwittercomqoojbqkk"
"253","Negatif",-2,"lfh  rangka dukung arah pemerintah kait cegah sebar   masyarakat beraktifitas  rumah  kerja wfh  ajar lfh  promo   maret  gratis     aktif"
"254","Negatif",-2,"sekira  umur     lepas gelombang    selamat  harap   uang  sumbang ilmu wang   kiat seni tanah air"
"255","Positif",1," ambil   tiru aksi  tvm tvinfou patuhipkp restrictedmovementorder putuskanrantaiancovid perangicovid kitamestimenang psacovidditv staysafestayhome mac â€"
"256","Negatif",-2,"bayang  cepat sebar wabah kali lipat   wabah   sektor   lumpuh   sektor pangan ani  ternak butuh  pasok listrik kilang minyak bbm dsb"
"257","Negatif",-1," sebar   orang  positif  mnurunstagnan tugas berat indonesia berani buka  smuanya  normal"
"258","Positif",0,"hope    deh tkde time  rayağÿ˜”"
"259","Negatif",-2," baca berita  zaman ph    kena dakwa    psl "
"260","Positif",0,"deh kena  punmasih xsedarlps  mintak bantu negara islam â€"
"261","Positif",1,"   mudah warga italia  jarah supermarket dampak  jarah    uang  butuh makan â€"
"262","Positif",1,"terima kasih tuhan  pembelajaran  juang  masamasa pandemi   jaga tubuh  sehat jaga pikir  sehat jaga mental  sehat"
"263","Positif",0,"ahbap iyilik getirirğÿ’šğÿ’šğÿ’šğÿ’š  â€"
"264","Positif",0,"melu mikir  sik luwih  timbang timbang"
"265","Negatif",-1,"dok kalo  demam    a batuk filek  ganggu pernafasanapa    satak fositid "
"266","Negatif",-2,"  miskin  teuduh ya   covidindonesia pictwittercomtlctttqwa"
"267","Negatif",-1,"sumringah meni  wabah  adlyangbeen terap standar kasuselamatanjawa pos"
"268","Positif",0,"kanit binmas polsek sempu lakukan patroli hadap kerumun orang  potensi luas sebar    pictwittercomhgynuohx"
"269","Positif",0,"yth bpk anis baswedan  farel sibarani  bantu pemda dki putus sebar    lakukan edukasi  batas wag  maaf    bpk edukasi masif   warga dki  bpk kenan  no hp  tks"
"270","Positif",1,"terima kasihatas info  putar covidtetap semangat  jaga sehat bersamalawancovid ğÿ’ğÿğÿ’ğÿ"
"271","Negatif",-1," cabut omnibus law â€“atur hukum    pandemi    datangâ€“     rakyat indonesia  rentan  pinggir ã… atasiviruscabutomnibus"
"272","Positif",1,"sakit  positif   dedah   kasus    arwah  staf kkmmgkin   mghargai jasa arwah  khidmat  menanggani "
"273","Positif",2,"apooo aduhaiiiii  nk dana kempen  hah kempen pon nk mtk dana keğÿğÿâ€â™€ïğÿ‘€ prihatinrakyat covidmalaysia pictwittercomzhxsooa"
"274","Negatif",-3," rumah  iya okk  kalo  rumah gue  tidur makan  tidur    gue  istirahat  untilltomorrow  besoksenin dirumahajaterus"
"275","Positif",1,"salam kenapadedah nama   nyata dgpada mac  kena dedah identiti kasus positif  salam takziah  keluarga allahyarhamah â€"
"276","Positif",0,"news about   hindi siya"
"277","Negatif",-2,"idk  bingung  debat  bahas  tuju  cari solusi   manfaat ya    doang  "
"278","Negatif",-1,"ya jakaa deh cancel solat jumaat minggu   kasus    teruk"
"279","Positif",1,"mudah kasus   beransur pulih      doa ğÿğÿpictwittercomttohhiff"
"280","Negatif",-1,"â€ skrinewskarantina kampong warga desa gura c tobelo tutup jalan masuk desa  takut  covidpictwittercomxniqmbthm"
"281","Positif",0,"pohon kina kenal   obat sakit malaria  sakit autoimunâ covidpictwittercomkmlyalhy"
"282","Positif",0,"breaking news kembang   status odp ora duwe hasil  tingkat tajam  status pdp positif dadi anggur  kian beambah  kelaparanatauketularan  coronaupdate â€“ at komodo airpo labu bajo nusa tenggara timur"
"283","Positif",0,"sekolah  kayak   besoksenin  lockdownataumusnah pesansambat pictwittercomeysrjnwbf"
"284","Negatif",-3,"bpkdan bpkjgtlg cari pasien  nomor  indonesia    jalan  cari jwbn  salam   malaysia   video rasisindia jarah jarah   italy  sudi    nkri harga mati"
"285","Negatif",-2,"  rumah   desak  babal siapsiap  aman bapakbapak polisi pei video   anak muda jaring  mucil  rumah  khawatir sebar  stay at home wal beranairanai  bubuhanmupictwittercomgyzpqwmck"
"286","Negatif",-3,"mari bahu bahu  pemerintah henti sebar  ğÿ™ğÿ™"
"287","Positif",0," kian video    video animasi  ku tonton  habis â€"
"288","Positif",0,"program kejut anis sukses bukti hsknya dki   terpapartewas "
"289","Positif",0,"komisi ix dpr  gugus tugas   butuh apd â€"
"290","Positif",0,"semprot   polsek pulau pinangpictwittercommgsvhi"
"291","Negatif",-4,"jahat weih replies suruh drop subject extend  weih seriusly      netizen show their own true colours  takde jalan selesai and korban alhamdulillahhh syukur  deh habis ajar im skek with this selfish student ğÿ˜ â€"
"292","Negatif",-4,"     tetangga gua  tinggal  tbc   rumah gempar  dengar gosip kalo orang  tinggal  "
"293","Positif",1,"realokasi dana banprov penanganan    bagibagi sembako â€"
"294","Positif",0,"h kak  rangka dukung langkah pemerintah kait cegah   catat stand meter langgan paskabayar tangguh    sahar"
"295","Negatif",-2,"    orang kena dampak pandemi covidbisa     jalan inshaallah    berlaluentah   semoga   semoga   sabar  uji  semoga    sehatkanğÿ˜‡ğÿ˜‡ğÿ˜‡"
"296","Negatif",-4,"repost ditjenpenataanagraria â€ â€ â€ â€ â€ â€   isolasi mandiri         lakukan  isolasi mandiri  protokol dasar isolasi mandiri  penanganan covidâ€ â€"
"297","Positif",0,"aliko dangote mwenyewe anatumia tweeter for android wewe unaleta hapa nyenyenye   hatari tujikinge"
"298","Positif",0," reja  hangpa   dibayaq  amal jariah   volunteer   malu kulaan batu  kak hikmah   malaysia  sanggup nak tengok  habisğÿ˜ğÿ˜ğÿ˜ğÿ˜ğÿ˜ â€"
"299","Negatif",-4," rmo  wabak  niberjaya dibanteras   saving  wajib aware  isu  beli tong  simpan air mentah online business  time amal makan  tanam sayur  ternak ikan nk ternak kambing kos plak â€"
"300","Negatif",-2,"semangat mas semoga negatif ya hasil tes  "
"301","Positif",1,"pilih  cerdas   inisesemoga    ğÿ™ğÿ™"
"302","Positif",1," cepat pergi    ramadhan    jalan pergi  damai    lagiğÿ™ bismillahirrahmannirahim amin"
"303","Negatif",-1,"update    lamsel odp orang pdp viruscorona "
"304","Positif",0,"min  info rumah sakit bogor   ygjadi rujuk  "
"305","Positif",0,"hamiil berjamaah bayi  lahir jalur coronaa ğÿ˜ months after lockdown be like lockdownataumusnah   coronaindonesia pictwittercomvkmncond"
"306","Positif",0," lux noh adhi hurawalhi reso inn baya test kuranee"
"307","Negatif",-1,"setda banda acehwali kota harap odp    rumah â€"
"308","Negatif",-1," ketua mpr bamsoet soesatyo  antisipasi krisis akibat pandemi  pemerintah   hati khusus  sektor ani tanam panganmprri â€"
"309","Negatif",-1,"jakaakebijakan pemerintah  menangani wabah   covidâ  dasar riset ilmiah anggota komisi v dpr rieke diah pitaloka apresiasi langkahlangkah   lakukan pemerintah  hadap covidanggotakomis â€ pictwittercomgbdwbu"
"310","Positif",0,"sundaythoughts kak kwako nyumbanitazama runinga yakwa habari  uhakika  utendetintvnews stayathomeandstaysafe  covidpictwittercomookezhlvâ pictwittercompeunvfof"
"311","Positif",0,"rs    ya  pasien positif    misnya   jakaa bandung surabaya kalimantan sulawesi  papua  bawa  pasien  pulau galang ğÿ”  pasien  kritis demam batuk susah bernapasğÿ˜"
"312","Positif",0,"   uji jelah  lihat kuat iman "
"313","Negatif",-1,"  rumah gegara  â€"
"314","Negatif",-1," ajar  jaga jarak       "
"315","Positif",0,"â€ skrinewsantisipasi   pemerintah desa tri manunggal besea polsek tapung koramil tapung  puskasusmas tapung lakukan sosialisasi  semprot desinfektanpictwittercomfkkxtry"
"316","Positif",0,"ätalyada son durum covidtr  â€ pictwittercombahomlgr"
"317","Negatif",-1,"serah  istilah    putus rantai sebar  "
"318","Positif",0,"hello there is your unroll thread bydisinfection chamber  efektivitas dipeanyakan   bunuh   lamaâ€ â€  you soon ğÿ–"
"319","Positif",0,"ye  gara   wkwkwkwk"
"320","Positif",1,"     tahan  muka  benda"
"321","Negatif",-2,"life during  season manusia mewahk   beli stereng kete   lepas bro manusia miskink insha allah   beahan      langsung hidup  the difference  otak manusiaitu  still nak dengki"
"322","Negatif",-1,"yanara  salur bantu apd  rsu adhyaksa  mensupomenyemangati  siswo spf sh dewan awas yanara   juang menangani  bersamapictwittercomipxeydi"
"323","Positif",0,"rs saraswatialmarhum  masuk pdp  â€ pictwittercomcmifchrun"
"324","Positif",0,"rs saraswatialmarhum  masuk pdp  â€ pictwittercommusyduf"
"325","Positif",0,"wama  police tesobola  is  truepictwittercomlbdtanyik"
"326","Positif",0,"sikap   kian massif pkb jabar gelar rakorwil daring â€"
"327","Negatif",-3,"mati  vs mati lapar"
"328","Positif",0,"ivcvitamincovid saglikcinikoru â€"
"329","Negatif",-3,"sabar mas   peduli korban   peduli komoditas politik   semangat   relawan masjaga kasusehatangbu"
"330","Negatif",-3,"wiki moja iliyopita idadi ya waathirika wa  marekani ilikuwa   leo hii namba imequadruple  kufikia kama trend itaendelea hivi basi mwisho wa wiki ijayo kutakuwa  wagonjwa zaidi ya"
"331","Positif",0,"sebar   jatim rambah banyuwangi jombang tulungagung  pamekasan â€"
"332","Negatif",-1,"  tular  je kat malaysia   dunia   arah patuh perintah kawal gerak pkp  tempoh pkp   gelagat manusia      degil   hati  busuk hati   puas hati "
"333","Positif",0,"feeling  mauuna pang mawala yung feelings  sakanya sa sa  ğÿ˜"
"334","Positif",0,"how kenyans  dp rutos living room ğÿğÿğÿ repentyenow  coronalessons pictwittercomtktbths"
"335","Positif",0,"sir  kak   bhut achi baat kaay hain but  jo   pakistan ki economy  laga huwa h us p b baat karlya karen please ğÿ™ğÿ™ğÿ™"
"336","Positif",1,"salam takziah  keluarga mangsa semoga rakyat msia  tabah  gigih perang "
"337","Negatif",-2," dok dengaq hang  borak nak beli steering   duit raja meh layan member cundang tang corner    haaaaa harei perangai gampang anjing  manusia  hang dok sebat haishhhh â€"
"338","Negatif",-3,"lindung     cinta  sebar   unduh pedulilindungi  unduh    henti sebar   indonesia ajar lengkap  link landing page"
"339","Positif",0,"rapid test  efektif deteksi  â€"
"340","Positif",1,"hntar je ais  xcukup duit   baris   covidnanti raja bayar lebihnk duit  "
"341","Positif",0,"hahahaha tgok video   thread      hahahahahahahahahaha â€"
"342","Positif",0,"biar  anggota  pdip kena  biar mampus "
"343","Negatif",-1,"lockdownayo lockdown   musnah teriak   benardikira  lockdown   langsung hilangkeadaan  normalekonomi langsung  mimpi kalimalah  parah"
"344","Positif",0,"muhammadsyahputra argasetya stayathome   cegah   allah maha  â€"
"345","Negatif",-1," ret carane ekonomi urip teh ning ra ret carane ben uwong mati bal urip teh lockdownataumusnah jokowi jogja banyuwangi pesansambat indonesia covidpictwittercomhzvgxex"
"346","Positif",1," provinsi  bersih  bengkulu babel gorontalo ntt â€"
"347","Positif",0,"sebar   jatim rambah banyuwangi jombang tulungagung  pamekasan â€"
"348","Positif",0," mtn suka ji tsoro sai suka siyar  company gagashi nakasa samun katin supictwittercomvxzftiod"
"349","Negatif",-1,"sahabat tweeps       nge tweet mohon maafğÿ™ğÿ™    uji  allah ayah sakit deh repot anak sakit     ketemu   jarak     akibat wabah  pikir  rada mumet ğÿ™ğÿ™ğÿ˜ğÿ˜"
"350","Negatif",-2,"bhabinkamtibmas desa cidahu aiptu suratman minggu maret pkl beempat  aula ds cidahu  rapat bentuk posko tanggulang wabah  pictwittercomzkywfjnbdp"
"351","Negatif",-1," brimob polda sumbar peduli cegah   kota bukittinggipictwittercomeuecjfdp"
"352","Positif",3,"galang dana  beujuan sedia apd  tenaga medis  juang menangani pasien  a  butuh pokok  kemudi ojek online  dagang keliling  dampak pandemi  covidindonesia â€"
"353","Negatif",-2,"antil tumorow tumorow matamuwi urip kui antil tumorow gegara suruh rumah susah  dirumahaja"
"354","Negatif",-1,"kadang   ataskadang   bawahapabila    jagan lupa lihat   stayathometv stayathome  malaysia insanbiasa duniasudahpenghujung thankyousomuchpm ilovepm pictwittercombgbbuavj"
"355","Positif",0,"   ramai  pandai  bodo"
"356","Positif",0,"â€ skrinewshujan lebat  sumba  hilang   pictwittercomxuodrlvxn"
"357","Positif",0,"cegah   slurrrğÿ˜‡ kantang sumberharjo prambanan sleman  karantinawilayah  vs everybodypictwittercomyhooysm"
"358","Positif",1,"naahhh  koreksi ğÿ˜‚ğÿ˜‚ğÿ˜‚     positif  beb"
"359","Positif",2,"malam   vc an  emabibahfebbyternyata    ketemurasanya kangen bgtğÿ˜divc  omong sahabat   luv banget pokonyapandemi covidjodoh ujung  bahaspengen nikahğÿ˜‚ pokok  kangen kalianaku sayang  pakai banget huhu  youğÿ˜ââ"
"360","Positif",0,"semoga  membantuğÿ™ viruscorona  stayathomeandstaysafe cnnindonesia coronaupdate recehkantwitterpictwittercomonmpynkjg"
"361","Positif",2,"iya bang banyuwangi pasien positif "
"362","Positif",0,"  anggap kebal   perusahaandan anggap bawa   pulang kampung ğÿ˜… stay strong buruh pabrik ğÿ˜‹"
"363","Positif",0,"please info ya  ama negara   pasien positif   darurat        test  yaswaprapid test please info negara    an  "
"364","Negatif",-1,"turashima akarere kak gatsibo kungamba batugaragarije zirigushyirwa muri gahunda ya guhashya burundu  nko kwita kubafite intege nke yaba kumubiri cyangwa mubushobozi abatishoboyeinkambi nyabiheke nutundi turere dukomeze twese imihigo â€"
"365","Negatif",-3,"bayang     pandemi   banget egois tinggal rumah  nginep     rumah   peduli deh  rumah       pulang   takut  amitamit   ğÿ’”ğÿ˜"
"366","Negatif",-1,"waspada bahaya  lockdownataumusnah pictwittercomcgzdldp"
"367","Negatif",-1,"saran  coba kumpul data klinik  dokter praktik pribadi  ya    seringkali  orang ama   obat   rujuk    krisis apd terimakasih  usaha  apd  semoga manfaat   manfaat â€"
